/Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/center_2020_03_04_00_08_55_654.jpg, /Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/left_2020_03_04_00_08_55_654.jpg, /Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/right_2020_03_04_00_08_55_654.jpg, 0, 0, 0, 17.83167
/Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/center_2020_03_04_00_08_55_758.jpg, /Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/left_2020_03_04_00_08_55_758.jpg, /Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/right_2020_03_04_00_08_55_758.jpg, 0, 0, 0, 17.84196
/Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/center_2020_03_04_00_08_55_862.jpg, /Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/left_2020_03_04_00_08_55_862.jpg, /Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/right_2020_03_04_00_08_55_862.jpg, 0, 0, 0, 17.70226
/Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/center_2020_03_04_00_08_55_965.jpg, /Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/left_2020_03_04_00_08_55_965.jpg, /Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/right_2020_03_04_00_08_55_965.jpg, 0, 0, 0, 17.00727
/Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/center_2020_03_04_00_08_56_071.jpg, /Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/left_2020_03_04_00_08_56_071.jpg, /Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/right_2020_03_04_00_08_56_071.jpg, 0, 0, 0, 17.36502
/Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/center_2020_03_04_00_08_56_174.jpg, /Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/left_2020_03_04_00_08_56_174.jpg, /Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/right_2020_03_04_00_08_56_174.jpg, 0, 0, 0, 16.64982
/Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/center_2020_03_04_00_08_56_279.jpg, /Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/left_2020_03_04_00_08_56_279.jpg, /Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/right_2020_03_04_00_08_56_279.jpg, 0, 0, 0, 16.43615
/Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/center_2020_03_04_00_08_56_385.jpg, /Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/left_2020_03_04_00_08_56_385.jpg, /Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/right_2020_03_04_00_08_56_385.jpg, 0, 0, 0, 16.80653
/Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/center_2020_03_04_00_08_56_489.jpg, /Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/left_2020_03_04_00_08_56_489.jpg, /Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/right_2020_03_04_00_08_56_489.jpg, 0, 0, 0, 16.08917
/Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/center_2020_03_04_00_08_56_591.jpg, /Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/left_2020_03_04_00_08_56_591.jpg, /Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/right_2020_03_04_00_08_56_591.jpg, -0.03645015, 0, 0, 16.46936
/Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/center_2020_03_04_00_08_56_697.jpg, /Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/left_2020_03_04_00_08_56_697.jpg, /Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/right_2020_03_04_00_08_56_697.jpg, -0.3251098, 0, 0, 15.733
/Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/center_2020_03_04_00_08_56_806.jpg, /Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/left_2020_03_04_00_08_56_806.jpg, /Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/right_2020_03_04_00_08_56_806.jpg, -0.6995459, 0, 0, 15.36568
/Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/center_2020_03_04_00_08_56_908.jpg, /Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/left_2020_03_04_00_08_56_908.jpg, /Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/right_2020_03_04_00_08_56_908.jpg, -1, 0, 0, 15.41119
/Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/center_2020_03_04_00_08_57_013.jpg, /Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/left_2020_03_04_00_08_57_013.jpg, /Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/right_2020_03_04_00_08_57_013.jpg, -1, 0, 0, 14.61247
/Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/center_2020_03_04_00_08_57_171.jpg, /Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/left_2020_03_04_00_08_57_171.jpg, /Users/Jian/GitHub/Self-driving-cars/udemy/Behavioral Cloning/data/IMG/right_2020_03_04_00_08_57_171.jpg, -0.7053429, 0, 0, 14.3493
